DateTime,QR Code,Status,Image Path
2/9/2026 12:56:57 PM,22814119-005,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_12-56-57.png
2/9/2026 12:59:57 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_12-59-57.png
2/9/2026 1:01:34 PM,23011624-031,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_13-01-34.png
2/9/2026 1:02:04 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_13-02-04.png
2/9/2026 1:02:08 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_13-02-08.png
2/9/2026 1:08:37 PM,24014198-190,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_13-08-37.png
2/9/2026 1:08:40 PM,24014198-190,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_13-08-40.png
2/9/2026 1:08:44 PM,VUozRFpEWWZqTmFYc2doK2tvQ2pBdz09VUozRFpEWWZqTmFYc2doK2tvQ2pBdz09,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_13-08-44.png
2/9/2026 1:08:48 PM,24014198-215,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_13-08-48.png
2/9/2026 1:08:52 PM,VUozRFpEWWZqTmFYc2doK2tvQ2pBdz09VUozRFpEWWZqTmFYc2doK2tvQ2pBdz09bE84dERBM09oOU1nNi9LLzZFS3ZmZz09bE84dERBM09oOU1nNi9LLzZFS3ZmZz09,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_13-08-52.png
2/9/2026 1:08:56 PM,24014198-276,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_13-08-55.png
2/9/2026 1:11:23 PM,24011519-052,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_13-11-23.png
2/9/2026 1:30:43 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_13-30-43.png
2/9/2026 1:30:49 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_13-30-49.png
2/9/2026 1:30:53 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_13-30-53.png
2/9/2026 1:31:09 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_13-31-09.png
2/9/2026 1:31:12 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_13-31-12.png
2/9/2026 1:31:15 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_13-31-15.png
2/9/2026 1:34:24 PM,24011519-027,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_13-34-24.png
2/9/2026 1:35:35 PM,25021778-004,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_13-35-35.png
2/9/2026 1:45:32 PM,22011624-003,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_13-45-32.png
2/9/2026 1:47:12 PM,24014119-039,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_13-47-12.png
2/9/2026 1:47:15 PM,bGJEdHZ1UENhQndscjc3WHlrOGhZZz09bGJEdHZ1UENhQndscjc3WHlrOGhZZz09,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_13-47-15.png
2/9/2026 1:47:20 PM,24014119-039,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_13-47-20.png
2/9/2026 2:00:46 PM,24013122-005,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-00-46.png
2/9/2026 2:02:56 PM,23020920-080,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-02-56.png
2/9/2026 2:03:11 PM,24011512-011,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-03-11.png
2/9/2026 2:03:22 PM,23014160-012,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-03-21.png
2/9/2026 2:04:37 PM,23814156-011,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-04-37.png
2/9/2026 2:07:42 PM,24011556-206,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-07-42.png
2/9/2026 2:08:10 PM,23014198-087,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-08-10.png
2/9/2026 2:15:07 PM,24011519-099,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-15-07.png
2/9/2026 2:19:47 PM,24011519-034,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-19-47.png
2/9/2026 2:23:07 PM,24011578-031,Non-Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\NONBOARDER_2026-02-09_14-23-07.png
2/9/2026 2:23:19 PM,25011524-084,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-23-19.png
2/9/2026 2:23:36 PM,cmw3dFFQQW5CN2NhV0xNSDczZm1zQT09cmw3dFFQQW5CN2NhV0xNSDczZm1zQT09,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_14-23-36.png
2/9/2026 2:23:40 PM,cmw3dFFQQW5CN2NhV0xNSDczZm1zQT09cmw3dFFQQW5CN2NhV0xNSDczZm1zQT09cmw3dFFQQW5CN2NhV0xNSDczZm1zQT09,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_14-23-40.png
2/9/2026 2:24:03 PM,25011524-084,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-24-03.png
2/9/2026 2:24:31 PM,24011578-031,Non-Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\NONBOARDER_2026-02-09_14-24-30.png
2/9/2026 2:24:58 PM,25011524-084,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-24-57.png
2/9/2026 2:25:05 PM,25011598-129,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-25-05.png
2/9/2026 2:25:08 PM,K0ZhL2tlV3FBTTlsUDZ5bkhWYWxrUT09K0ZhL2tlV3FBTTlsUDZ5bkhWYWxrUT09,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_14-25-08.png
2/9/2026 2:27:22 PM,24014198-075,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-27-22.png
2/9/2026 2:27:25 PM,24014198-075,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-27-25.png
2/9/2026 2:27:33 PM,24014198-078,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-27-33.png
2/9/2026 2:29:07 PM,25021519-068,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-29-07.png
2/9/2026 2:29:44 PM,23021519-170,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-29-44.png
2/9/2026 2:31:00 PM,23014119-092,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-31-00.png
2/9/2026 2:35:58 PM,25014198-092,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-35-57.png
2/9/2026 2:36:01 PM,25014198-092,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-36-01.png
2/9/2026 2:40:24 PM,ejNoUS9raHduRWNRMnFHL3NKZVB1UT09ejNo,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_14-40-24.png
2/9/2026 2:40:27 PM,US9raHduRWNRMnFHL3NKZVB1UT09ejNoUS9raHduRWNRMnFHL3NKZVB1UT09,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_14-40-27.png
2/9/2026 2:40:38 PM,23014156-175,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-40-37.png
2/9/2026 2:40:41 PM,23014156-175,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-40-41.png
2/9/2026 2:43:29 PM,25021598-026,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-43-28.png
2/9/2026 2:43:48 PM,25021598-248,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-43-48.png
2/9/2026 2:55:46 PM,25014198-138,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-55-46.png
2/9/2026 2:56:28 PM,23014119-105,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_14-56-28.png
2/9/2026 3:04:37 PM,http>&&www.uog.edu.pkhttp>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_15-04-37.png
2/9/2026 3:04:43 PM,24020920-097,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_15-04-43.png
2/9/2026 3:04:52 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_15-04-52.png
2/9/2026 3:09:04 PM,eWNyeld6YzVNZmJ0Q1pzY3g3a3NTUT09eWNyeld6YzVNZmJ0Q1pzY3g3a3NTUT09,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_15-09-04.png
2/9/2026 3:09:12 PM,24014119-052,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_15-09-11.png
2/9/2026 3:11:20 PM,dXM0d1RHbkgzQ2dwRGZ5d0EyNHdOdz09dXM0d1RHbkgzQ2dwRGZ5d0EyNHdOdz09,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_15-11-20.png
2/9/2026 3:11:24 PM,25033323-022,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_15-11-23.png
2/9/2026 3:12:24 PM,25011509-092,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_15-12-24.png
2/9/2026 3:12:38 PM,25014198-049,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_15-12-37.png
2/9/2026 3:12:40 PM,25014198-049,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_15-12-40.png
2/9/2026 3:13:49 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_15-13-49.png
2/9/2026 3:14:12 PM,25014198-049,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_15-14-12.png
2/9/2026 3:15:26 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_15-15-25.png
2/9/2026 3:17:39 PM,23014198-027,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_15-17-39.png
2/9/2026 3:17:42 PM,23014198-027,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_15-17-42.png
2/9/2026 3:18:22 PM,23014198-016,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_15-18-22.png
2/9/2026 3:18:39 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_15-18-39.png
2/9/2026 3:18:47 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_15-18-47.png
2/9/2026 3:18:49 PM,http>&&www.uog.edu.pkhttp>&&www.uog.edu.pkhttp>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_15-18-49.png
2/9/2026 3:19:09 PM,WkNxc2lyYlMxQS82T1d2RHZ1cC9jUT09WkNxc2lyYlMxQS82T1d2RHZ1cC9jUT09,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_15-19-09.png
2/9/2026 3:19:16 PM,WkNxc2lyYlMxQS82T1d2RHZ1cC9jUT0,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_15-19-16.png
2/9/2026 3:19:19 PM,9,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_15-19-19.png
2/9/2026 3:19:22 PM,24014119-071,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_15-19-22.png
2/9/2026 3:19:49 PM,24017156-018,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_15-19-49.png
2/9/2026 3:20:24 PM,25011520-091,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_15-20-24.png
2/9/2026 3:20:27 PM,25011520-091,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_15-20-27.png
2/9/2026 3:26:36 PM,25021598-228,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_15-26-35.png
2/9/2026 3:31:00 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_15-31-00.png
2/9/2026 3:38:38 PM,25010920-189,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_15-38-38.png
2/9/2026 3:39:00 PM,25010920-188,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_15-39-00.png
2/9/2026 3:44:53 PM,dDhTNG4rQTBmUGxMUE0zbGROc2Q0dz09dDhTNG4rQTBmUGxMUE0zbGROc2Q0dz09,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_15-44-53.png
2/9/2026 3:44:57 PM,24014156-027,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_15-44-57.png
2/9/2026 3:45:24 PM,V1pNOEd4UTB1bnczc1FncFRrRz,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_15-45-24.png
2/9/2026 3:45:27 PM,NLZz09V1pNOEd4UTB1bnczc1FncFRrRzNLZz09,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_15-45-27.png
2/9/2026 3:45:31 PM,V1pNOEd4UTB1bnczc1FncFRrRzNLZz09V1pNOEd4UTB1bnczc1FncFRrRzNLZz09,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_15-45-31.png
2/9/2026 3:52:36 PM,23031554-053,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_15-52-36.png
2/9/2026 3:54:00 PM,http>&&www.uog.edu.pkhttp>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_15-54-00.png
2/9/2026 4:00:12 PM,23011514-133,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-00-12.png
2/9/2026 4:01:23 PM,23011514-133,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-01-23.png
2/9/2026 4:01:29 PM,24011512-011,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-01-28.png
2/9/2026 4:02:29 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_16-02-29.png
2/9/2026 4:02:44 PM,25021519-006,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-02-44.png
2/9/2026 4:02:47 PM,25021519-006,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-02-47.png
2/9/2026 4:03:00 PM,25021519-108,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-03-00.png
2/9/2026 4:04:06 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_16-04-06.png
2/9/2026 4:06:13 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_16-06-13.png
2/9/2026 4:06:24 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_16-06-24.png
2/9/2026 4:06:28 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_16-06-28.png
2/9/2026 4:10:46 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_16-10-46.png
2/9/2026 4:18:17 PM,25014156-092,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-18-17.png
2/9/2026 4:18:45 PM,25014156-093,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-18-45.png
2/9/2026 4:22:00 PM,25013123-045,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-22-00.png
2/9/2026 4:25:46 PM,24020920-252,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-25-46.png
2/9/2026 4:27:02 PM,25021598-082,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-27-02.png
2/9/2026 4:30:19 PM,25021598-267,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-30-19.png
2/9/2026 4:30:37 PM,25021598-267,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-30-37.png
2/9/2026 4:30:52 PM,25021598-067,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-30-52.png
2/9/2026 4:31:04 PM,25021598-267,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-31-03.png
2/9/2026 4:31:46 PM,22013123-034,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-31-46.png
2/9/2026 4:31:57 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_16-31-57.png
2/9/2026 4:32:03 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_16-32-03.png
2/9/2026 4:32:17 PM,22013123-034,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-32-16.png
2/9/2026 4:32:19 PM,22013123-034,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-32-19.png
2/9/2026 4:32:26 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_16-32-26.png
2/9/2026 4:32:29 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_16-32-29.png
2/9/2026 4:32:33 PM,22013123-022,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-32-33.png
2/9/2026 4:32:55 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_16-32-55.png
2/9/2026 4:32:59 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_16-32-58.png
2/9/2026 4:38:54 PM,23014156-042,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-38-54.png
2/9/2026 4:38:56 PM,23014156-042,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-38-56.png
2/9/2026 4:39:00 PM,25031578-062,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-38-59.png
2/9/2026 4:39:07 PM,25031578-065,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-39-07.png
2/9/2026 4:41:01 PM,https>&&qr1.be&4LOSPB,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_16-41-01.png
2/9/2026 4:41:58 PM,23011507-113,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-41-58.png
2/9/2026 4:42:15 PM,25011598-057,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-42-15.png
2/9/2026 4:42:57 PM,23011515-027,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-42-57.png
2/9/2026 4:49:28 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_16-49-28.png
2/9/2026 4:49:41 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_16-49-41.png
2/9/2026 4:49:52 PM,24011510-099,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-49-52.png
2/9/2026 4:50:02 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_16-50-02.png
2/9/2026 4:50:05 PM,http>&&www.uog.edu.pkhttp>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_16-50-05.png
2/9/2026 4:50:08 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_16-50-08.png
2/9/2026 4:50:14 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_16-50-14.png
2/9/2026 4:50:26 PM,24011510-099,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-50-25.png
2/9/2026 4:50:41 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_16-50-40.png
2/9/2026 4:51:17 PM,25021519-189,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-51-17.png
2/9/2026 4:51:20 PM,25021519-189,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-51-20.png
2/9/2026 4:51:38 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_16-51-38.png
2/9/2026 4:57:30 PM,25031561-007,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-57-30.png
2/9/2026 4:59:09 PM,24014119-044,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_16-59-09.png
2/9/2026 5:02:18 PM,http>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_17-02-18.png
2/9/2026 5:02:56 PM,24014198-046,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_17-02-56.png
2/9/2026 5:03:00 PM,24014198-161,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_17-03-00.png
2/9/2026 5:03:04 PM,24014198-161,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_17-03-03.png
2/9/2026 5:03:10 PM,24014198-151,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_17-03-10.png
2/9/2026 5:03:32 PM,24014198-161,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_17-03-32.png
2/9/2026 5:03:35 PM,24014198-161,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_17-03-35.png
2/9/2026 5:08:17 PM,23014119-005,Non-Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\NONBOARDER_2026-02-09_17-08-17.png
2/9/2026 5:08:20 PM,23014119-005,Non-Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\NONBOARDER_2026-02-09_17-08-20.png
2/9/2026 5:09:38 PM,23014119-016,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_17-09-38.png
2/9/2026 5:11:51 PM,https>&&q.me/qr.com&l5xufcfi,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_17-11-51.png
2/9/2026 5:12:06 PM,https>&&q.me/qr.com&l5xufcfi,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_17-12-06.png
2/9/2026 5:29:33 PM,23011556-110,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_17-29-33.png
2/9/2026 5:37:42 PM,23011556-110,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_17-37-41.png
2/9/2026 5:37:47 PM,23011556-110,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-09_17-37-47.png
2/9/2026 5:37:52 PM,ht,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_17-37-51.png
2/9/2026 5:37:54 PM,tp>&&www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-09_17-37-54.png
